// 마법방어 연산법
// 마비를 몹이 방어 하려면 +100
// 절망를 몹이 방어 하려면 +200
// 혼돈를 몹이 방어 하려면 +400
// EX)) 마비, 절망 못쓰게 하려면 300에, 마방 50%면 350 설정.
//번호	이름	이미지	염색	체력	경험치	방어력	크기tp	공격tp	마방	최소뎀	최대뎀	공격	사망	움직임단위초(ms)
60006	직녀	332	0	100000000	30000000	-150	s	5	0	1	2	@직녀	-	1000
60007	견우직녀	333	0	100000000	30000000	-150	s	5	0	1	2	@견우직녀	-	1000
60008	오작교석상	308	5	99999999	1	-99	s	3	0	1	3	-	@오작교석상	1000


//번호	이름	이미지	염색	체력	경험치		방어력	크기tp	공격tp	마방	최소뎀	최대뎀	공격	사망
60010	주몽	-86	0	990000000	6974	-100	s	3	0	1	3	-	-	900
60011	오이	-87	0	990000000	6974	-100	s	3	0	1	3	-	-	900
60012	협부	-88	0	990000000	6974	-100	s	3	0	1	3	-	-	900
60013	마리	-89	0	990000000	6974	-100	s	3	0	1	3	-	-	900
60014	추격병	2	5	2500000	15000000	-90	l	0	0	70050	130050	@엄호수추격병	-	1000
60015	엄호수거북	577	0	900000000	6974	-100	s	3	0	4995	5005	-	-	3000
60016	공성카운트	999	0	999999999	1	-99	s	5	0	1	3	@공성카운트	-	915
60017	점령석	621	0	2100000000	1	-200	s	5	0	1	3	@점령석	-	1000

//신수의제단
60018	사악한악령	63	0	1000000000	1	-200	s	5	0	1	3	@사악한악령	-	1000



//뚝배기깨기 이벤트
60020	콩다람쥐	26	5	1	10	0	s	2	0	1	2	-	@콩다람쥐	2000
60021	서쪽뚝배기	25	29	1000000000	10	-95	s	5	0	1	2	@서쪽뚝배기	@서쪽뚝배기죽음	500
60022	동쪽뚝배기	25	2	1000000000	10	-95	s	5	0	1	2	@동쪽뚝배기	@동쪽뚝배기죽음	500

//서바이벌달리기
60030	다람쥐	26	5	15	10	70	s	0	0	999999998	999999999	@서바이벌평타	@서바이벌몹죽음	1500
60031	토끼	22	29	15	5	70	s	0	0	999999998	999999999	@서바이벌평타	@서바이벌몹죽음	1500
60032	뱀	27	0	15	80	70	s	0	0	999999998	999999999	@서바이벌평타	@서바이벌몹죽음	1000
60033	삽사리	96	5	15	120	67	s	0	0	999999998	999999999	@서바이벌평타	@서바이벌몹죽음	1000
60034	여우	23	5	15	320	40	s	0	0	999999998	999999999	@서바이벌평타	@서바이벌몹죽음	1000
60035	강아지	19	5	15	1187	70	s	0	0	999999998	999999999	@서바이벌평타	@서바이벌몹죽음	650
60036	누렁이	199	5	15	812	65	s	0	0	999999998	999999999	@서바이벌평타	@서바이벌몹죽음	250
